name,dosageType,generic,strength,manufacturer,UnitPrice,PackageSize
Inolac,Oral Solution,Lactulose,3.35 gm/5 ml,Incepta Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 120.00
Inofar,IV Injection or Infusion,Iron Sucrose Injection [Elemental Iron],100 mg/5 ml,Aristopharma Ltd.,5,5 ml ampoule: ৳ 300.00
Innocan,Capsule,Fluconazole,50 mg,Pharmacil Limited,9.00,(30's pack: ৳ 270.00)
Innocan,Capsule,Fluconazole,150 mg,Pharmacil Limited,22.00,(12's pack: ৳ 264.00)
Inket,Tablet,Ketorolac Tromethamine,10 mg,Indo Bangla Pharmaceutical,10.00,(40's pack: ৳ 400.00)
Injefer,IV Injection or Infusion,Ferric Carboxymaltose,1 gm/20 ml,Opsonin Pharma Ltd.,20,20 ml vial: ৳ 1
Injefer,IV Injection or Infusion,Ferric Carboxymaltose,100 mg/2 ml,Opsonin Pharma Ltd.,2,2 ml vial: ৳ 400.00
Injefer,IV Injection or Infusion,Ferric Carboxymaltose,500 mg/10 ml,Opsonin Pharma Ltd.,10,10 ml vial: ৳ 700.00
Inj. K MM,Injection,Phytomenadione (Injection),2 mg/0.2 ml,Incepta Pharmaceuticals Ltd.,2,(5's pack: ৳ 99.45)
Inj. K MM,Injection,Phytomenadione (Injection),10 mg/ml,Incepta Pharmaceuticals Ltd.,10,(5's pack: ৳ 229.30)
Initer,IV/SC Injection,Erythropoietin Alfa,10000 IU,Healthcare Pharmaceuticals Ltd.,10000,10000 IU pre-filled syringe: ৳ 5
Initer,IV/SC Injection,Erythropoietin Alfa,5000 IU,Healthcare Pharmaceuticals Ltd.,5000,5000 IU pre-filled syringe: ৳ 2
Initer,IV/SC Injection,Erythropoietin Alfa,3000 IU,Healthcare Pharmaceuticals Ltd.,3000,3000 IU pre-filled syringe: ৳ 1
Initer,IV/SC Injection,Erythropoietin Alfa,2000 IU,Healthcare Pharmaceuticals Ltd.,2000,2000 IU pre-filled syringe: ৳ 1
Inhibita,Capsule (Delayed Release),Omeprazole,40 mg,Delta Pharma Ltd.,7.00,(20's pack: ৳ 140.00)
Inoxon,IM Injection,Ceftriaxone Sodium,250 mg/vial,Rephco Pharmaceuticals Ltd.,250,250 mg vial: ৳ 80.00
Inoxon,IV Injection,Ceftriaxone Sodium,2 gm/vial,Rephco Pharmaceuticals Ltd.,2,2 gm vial: ৳ 300.00
Inoxon,IV Injection,Ceftriaxone Sodium,250 mg/vial,Rephco Pharmaceuticals Ltd.,250,250 mg vial: ৳ 80.00
Inoten,Tablet,Tenoxicam,20 mg,Opsonin Pharma Ltd.,8.03,(30's pack: ৳ 240.90)
Inospiron,Tablet,Spironolactone,25 mg,Incepta Pharmaceuticals Ltd.,5.00,(100's pack: ৳ 500.00)
Inospiron,Tablet,Spironolactone,100 mg,Incepta Pharmaceuticals Ltd.,18.00,(30's pack: ৳ 540.00)
Inophos,Tablet,Sevelamer Hydrochloride,400 mg,Incepta Pharmaceuticals Ltd.,30.00,(20's pack: ৳ 600.00)
Inhibita,Capsule (Delayed Release),Omeprazole,20 mg,Delta Pharma Ltd.,4.00,(100's pack: ৳ 400.00)
Ingovax ACWY,SC Injection,Meningococcal Polysaccharide Vaccine,50 mcg/0.5 ml,Incepta Pharmaceuticals Ltd.,0.5,0.5 ml vial: ৳ 1
Infusol Plus,IV Infusion,Sodium Chloride + Dextrose,0.9%+5%,Beacon Pharmaceuticals Ltd.,500,500 ml bottle: ৳ 126.00
Infusol,IV Infusion,Dextrose,5%,Beacon Pharmaceuticals Ltd.,500,500 ml bottle: ৳ 125.38
Infudex,IV Infusion,Dextrose,10%,Square Pharmaceuticals Ltd.,500,500 ml bag: ৳ 78.20
Infudex,IV Infusion,Dextrose,5%,Square Pharmaceuticals Ltd.,500,500 ml bag: ৳ 71.30
Infud,Cream,Terbinafine Hydrochloride,1%,General Pharmaceuticals Ltd.,5,5 gm tube: ৳ 50.00
Insul N,SC Injection,Insulin Human [Long-Acting],40 IU/ml,Popular Pharmaceuticals Ltd.,10,10 ml vial: ৳ 195.00
Insul N,SC Injection,Insulin Human [Long-Acting],100 IU/ml,Popular Pharmaceuticals Ltd.,10,10 ml vial: ৳ 415.00
Insul Glargine,SC Injection,Insulin Glargine [rDNA],100 IU/ml,Popular Pharmaceuticals Ltd.,3,3 ml vial: ৳ 600.00
Insul,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 40 IU/ml,Popular Pharmaceuticals Ltd.,10,10 ml vial: ৳ 195.00
Insul,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,Popular Pharmaceuticals Ltd.,10,10 ml vial: ৳ 415.00
Insul,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,Popular Pharmaceuticals Ltd.,3,"(5's pack: ৳ 1,110.00)"
Insul,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,50%+50% in 100 IU/ml,Popular Pharmaceuticals Ltd.,10,10 ml vial: ৳ 415.00
Instasia,Topical Gel,Benzocaine + Butamben + Tetracaine Hydrochloride,14%+2%+2%,Ziska Pharmaceuticals Ltd.,30,30 gm tube: ৳ 350.00
Instacool Plus,Cream,Methyl Salicylate + Menthol + Camphor,30%+10%+4%,Medicon Pharmaceuticals Ltd.,15,15 gm tube: ৳ 93.18
Instacool,Cream,Methyl Salicylate + Menthol,30%+8%,Medicon Pharmaceuticals Ltd.,25,25 gm tube: ৳ 59.00
Insta,Oral Powder,Dextrose,100%,Rephco Pharmaceuticals Ltd.,10,(15's pack: ৳ 114.45)
Inspra,Tablet,Flupentixol + Melitracen,0.5 mg+10 mg,Medicon Pharmaceuticals Ltd.,4.00,(50's pack: ৳ 200.00)
Insimet XR,Tablet (Extended Release),Metformin Hydrochloride,500 mg,Ibn Sina Pharmaceuticals Ltd.,5.00,(50's pack: ৳ 250.00)
Insimet,Tablet,Metformin Hydrochloride,500 mg,Ibn Sina Pharmaceuticals Ltd.,4.00,(100's pack: ৳ 400.00)
Insimet,Tablet,Metformin Hydrochloride,850 mg,Ibn Sina Pharmaceuticals Ltd.,4.00,(50's pack: ৳ 200.00)
Inseac,Tablet,Ranitidine Hydrochloride,150 mg,Ibn Sina Pharmaceuticals Ltd.,2.49,(150's pack: ৳ 374.19)
Insul R,SC Injection,Insulin Human [Fast-Acting],100 IU/ml,Popular Pharmaceuticals Ltd.,10,10 ml vial: ৳ 415.00
Insaid,Capsule,Indomethacin (Oral),25 mg,ACI Limited,1.00,(100's pack: ৳ 100.00)
Inran,Tablet,Ranitidine Hydrochloride,150 mg,Monicopharma Ltd.,2.00,(100's pack: ৳ 200.00)
Inpro,Capsule (Delayed Release),Omeprazole,20 mg,Biopharma Laboratories Ltd.,5.00,(100's pack: ৳ 500.25)
Inpro,Capsule (Delayed Release),Omeprazole,40 mg,Biopharma Laboratories Ltd.,8.00,(60's pack: ৳ 480.00)
Inpro,IV Injection,Omeprazole,40 mg/vial,Biopharma Laboratories Ltd.,40,40 mg vial: ৳ 70.00
Inpoza,Capsule,Olaparib,50 mg,Genvio Pharma Ltd.,800.00,"(64's pack: ৳ 51,200.00)"
Inpoza,Tablet,Olaparib,150 mg,Genvio Pharma Ltd.,2000.00,"(60's pack: ৳ 120,000.00)"
Inpen,IV Injection or Infusion,Meropenem Trihydrate,1 gm/vial,Navana Pharmaceuticals Ltd.,1,1 gm vial: ৳ 1
Inpen,IV Injection or Infusion,Meropenem Trihydrate,500 mg/vial,Navana Pharmaceuticals Ltd.,500,500 mg vial: ৳ 700.00
Inoxon,IV Injection,Ceftriaxone Sodium,1 gm/vial,Rephco Pharmaceuticals Ltd.,1,1 gm vial: ৳ 160.00
Inoxon,IV Injection,Ceftriaxone Sodium,500 mg/vial,Rephco Pharmaceuticals Ltd.,500,500 mg vial: ৳ 120.00
Integril,IV Injection,Eptifibatide,2 mg/ml,Incepta Pharmaceuticals Ltd.,10,10 ml vial: ৳ 3
Intasone,Cream,Hydrocortisone Acetate,1%,Incepta Pharmaceuticals Ltd.,10,10 gm tube: ৳ 30.00
Intasone,IM/IV Injection,Hydrocortisone,100 mg/2 ml,Incepta Pharmaceuticals Ltd.,100,100 mg vial: ৳ 38.00
Intasone,Tablet,Hydrocortisone,10 mg,Incepta Pharmaceuticals Ltd.,3.50,(30's pack: ৳ 105.00)
Intasone,Tablet,Hydrocortisone,20 mg,Incepta Pharmaceuticals Ltd.,6.00,(30's pack: ৳ 180.00)
Intas,Tablet,Aceclofenac,100 mg,Virgo Pharmaceuticals Ltd.,3.50,Unit Price: ৳ 3.50
Intamycin,IM/IV Injection,Gentamicin Sulfate (Injection),80 mg/2 ml,Incepta Pharmaceuticals Ltd.,2,(10's pack: ৳ 100.00)
Intamycin,IM/IV Injection,Gentamicin Sulfate (Injection),20 mg/2 ml,Incepta Pharmaceuticals Ltd.,2,(10's pack: ৳ 76.00)
Intaflam,Tablet,Ibuprofen,400 mg,Incepta Pharmaceuticals Ltd.,1.00,(100's pack: ৳ 100.00)
Intafenac Plus,IM Injection,Diclofenac Sodium + Lidocaine Hydrochloride,(75 mg+20 mg)/2 ml,Incepta Pharmaceuticals Ltd.,2,(10's pack: ৳ 95.00)
Intafenac K,Tablet (Immediate Release),Diclofenac Potassium,50 mg,Incepta Pharmaceuticals Ltd.,3.00,(50's pack: ৳ 150.00)
Intafenac,Tablet,Diclofenac Sodium,50 mg,Incepta Pharmaceuticals Ltd.,0.75,(100's pack: ৳ 75.00)
Intafenac,Ophthalmic Solution,Diclofenac Sodium (Ophthalmic),0.10%,Incepta Pharmaceuticals Ltd.,5,5 ml drop: ৳ 100.00
Insuman Comb,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,25%+75% in 100 IU/ml,Synovia pharma plc,3,"(5's pack: ৳ 1,550.00)"
Insuman Comb,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,25%+75% in 100 IU/ml,Synovia pharma plc,5,5 ml vial: ৳ 310.00
Insulet R,SC Injection,Insulin Human [Fast-Acting],100 IU/ml,Aristopharma Ltd.,4,4 ml vial: ৳ 169.70
Intez,Tablet,Letrozole,2.5 mg,Genvio Pharma Ltd.,40.00,"(30's pack: ৳ 1,200.00)"
Inteum,Tablet,Tiemonium Methylsulphate,50 mg,Team Pharmaceuticals Ltd.,6.00,(50's pack: ৳ 300.00)
Interon,SC Injection,Interferon Alfa-2a [Recombinant],4.5 MIU/0.5 ml,Beacon Pharmaceuticals Ltd.,4.5,4.5 MIU vial: ৳ 1
Integril,IV Injection,Eptifibatide,0.75 mg/ml,Incepta Pharmaceuticals Ltd.,100,100 ml vial: ৳ 9
Insulet N,SC Injection,Insulin Human [Long-Acting],100 IU/ml,Aristopharma Ltd.,4,4 ml vial: ৳ 169.70
Insulet GN,SC Injection,Insulin Glargine [rDNA],100 IU/ml,Aristopharma Ltd.,3,3 ml vial: ৳ 600.00
Insulet ASP,SC Injection,Protamine Crystallised Insulin Aspart,100 IU/ml,Aristopharma Ltd.,3,3 ml vial: ৳ 450.00
Insulet,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,50%+50% in 100 IU/ml,Aristopharma Ltd.,4,4 ml vial: ৳ 169.70
Insulet,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,Aristopharma Ltd.,4,4 ml vial: ৳ 169.70
Insulatard Penfill,SC Injection,Insulin Human [Long-Acting],100 IU/ml,Novo Nordisk Pharma (Pvt.) Ltd,3,"(5's pack: ৳ 2,095.00)"
Insulatard HM,SC Injection,Insulin Human [Long-Acting],100 IU/ml,Eskayef Pharmaceuticals Ltd.,10,10 ml vial: ৳ 415.00
Insulatard HM,SC Injection,Insulin Human [Long-Acting],40 IU/ml,Eskayef Pharmaceuticals Ltd.,10,10 ml vial: ৳ 265.00
Insulatard Flexpen,SC Injection,Insulin Human [Long-Acting],100 IU/ml,Novo Nordisk Pharma (Pvt.) Ltd,3,"(5's pack: ৳ 2,105.00)"
Ipec-Super,Capsule,Iron Polymaltose Complex + Folic Acid + Zinc + Vitamin B-Complex,,Aristopharma Ltd.,6.00,(30's pack: ৳ 180.00)
Ipec-Plus,Tablet,Iron Polymaltose Complex + Folic Acid + Zinc Sulfate,47 mg+0.5 mg+22.5 mg,Aristopharma Ltd.,3.50,(100's pack: ৳ 350.00)
Ipadox,Capsule,Doxycycline Hydrochloride,100 mg,Incepta Pharmaceuticals Ltd.,2.15,(100's pack: ৳ 215.00)
IPAclean Hand Sanitizer,Hand Rub,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,75%+0.125%+1.45%,UniMed UniHealth,10,10 ml pen: ৳ 75.00
IPAclean Hand Rub,Hand Rub,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,75%+0.125%+1.45%,UniMed UniHealth,10,10 ml pen: ৳ 75.00
Invokana,Tablet,Canagliflozin Hemihydrate,100 mg,Fresenius Kabi,75.66,"(30's pack: ৳ 2,269.65)"
Invega Sustenna,IM Injection,Paliperidone Palmitate,150 mg/prefilled syringe,Janssen-Cilag,150,150 mg pre-filled syringe: ৳ 9
Invega Sustenna,IM Injection,Paliperidone Palmitate,100 mg/prefilled syringe,Janssen-Cilag,100,100 mg pre-filled syringe: ৳ 9
Invega Sustenna,IM Injection,Paliperidone Palmitate,75 mg/prefilled syringe,Janssen-Cilag,75,75 mg pre-filled syringe: ৳ 9
Intrax,IM/IV Injection,Tranexamic Acid,500 mg/5 ml,Incepta Pharmaceuticals Ltd.,5,(5's pack: ৳ 250.00)
Intrax,Capsule,Tranexamic Acid,500 mg,Incepta Pharmaceuticals Ltd.,16.00,(20's pack: ৳ 320.00)
Intravas,SC Injection,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,Aristopharma Ltd.,0.4,0.4 ml pre-filled syringe: ৳ 350.00
Intravas,SC Injection,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,Aristopharma Ltd.,0.6,0.6 ml pre-filled syringe: ৳ 525.00
Intravas,SC Injection,Enoxaparin Sodium,8000 Anti-Xa IU/0.8 ml,Aristopharma Ltd.,0.8,0.8 ml pre-filled syringe: ৳ 550.00
Intrapen,IV Injection or Infusion,Meropenem Trihydrate,1 gm/vial,General Pharmaceuticals Ltd.,1,1 gm vial: ৳ 1
Intrapen,IV Injection or Infusion,Meropenem Trihydrate,500 mg/vial,General Pharmaceuticals Ltd.,500,500 mg vial: ৳ 700.00
Intramol,Ophthalmic Solution,Timolol Maleate,0.50%,Beximco Pharmaceuticals Ltd.,5,5 ml drop: ৳ 70.21
Intralipid,IV Infusion,Intravenous Fat Emulsion,10%,Orion Infusion Ltd.,500,500 ml bottle: ৳ 1
Intracef DS,Powder for Suspension,Cephradine,250 mg/5 ml,Beximco Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 120.00
Intracef,Capsule,Cephradine,250 mg,Beximco Pharmaceuticals Ltd.,6.50,(48's pack: ৳ 311.84)
Intracef,Pediatric Drops,Cephradine,125 mg/1.25 ml,Beximco Pharmaceuticals Ltd.,15,15 ml bottle: ৳ 50.00
Intracef,Capsule,Cephradine,500 mg,Beximco Pharmaceuticals Ltd.,12.50,(36's pack: ৳ 450.00)
Intracef,Powder for Suspension,Cephradine,125 mg/5 ml,Beximco Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 80.00
IntraCal,Tablet,Calcium Orotate,400 mg,Incepta Pharmaceuticals Ltd.,8.00,(30's pack: ৳ 240.00)
IntraCal,Tablet,Calcium Orotate,740 mg,Incepta Pharmaceuticals Ltd.,10.00,(30's pack: ৳ 300.00)
Intobac,Ophthalmic Solution,Tobramycin (Ophthalmic),0.30%,Incepta Pharmaceuticals Ltd.,5,5 ml drop: ৳ 90.00
Intobac,Nebuliser Solution,Tobramycin (Nebuliser Solution),300 mg/5 ml,Incepta Pharmaceuticals Ltd.,5,(5's pack: ৳ 500.00)
Intimate,Tablet,Tadalafil,20 mg,Square Pharmaceuticals Ltd.,60.18,(4's pack: ৳ 240.72)
Intimate,Tablet,Tadalafil,5 mg,Square Pharmaceuticals Ltd.,18.05,(10's pack: ৳ 180.50)
Intimate,Tablet,Tadalafil,10 mg,Square Pharmaceuticals Ltd.,35.11,(10's pack: ৳ 351.10)
Iracet XR,Tablet (Extended Release),Levetiracetam,500 mg,Square Pharmaceuticals Ltd.,30.00,(12's pack: ৳ 360.00)
Irigate,Irrigation Solution,Glycine,1.50%,ACME Laboratories Ltd.,1000,1000 ml bag: ৳ 80.24
Iriban SR,Capsule (Sustained Release),Mebeverine Hydrochloride,200 mg,Incepta Pharmaceuticals Ltd.,10.00,(30's pack: ৳ 300.00)
Iriban,Tablet,Mebeverine Hydrochloride,135 mg,Incepta Pharmaceuticals Ltd.,6.00,(50's pack: ৳ 300.00)
Iretavir,Tablet,Entecavir,0.5 mg,Genvio Pharma Ltd.,48.00,(10's pack: ৳ 480.00)
Iretavir,Tablet,Entecavir,1 mg,Genvio Pharma Ltd.,90.00,(10's pack: ৳ 900.00)
Irbes,Tablet,Irbesartan,150 mg,Eskayef Pharmaceuticals Ltd.,9.00,(30's pack: ৳ 270.00)
Irbes,Tablet,Irbesartan,75 mg,Eskayef Pharmaceuticals Ltd.,5.00,(50's pack: ৳ 250.00)
Iragon,Tablet (Extended Release),Mirabegron,25 mg,Drug International Ltd.,30.00,(28's pack: ৳ 840.00)
Iracet,Tablet,Levetiracetam,500 mg,Square Pharmaceuticals Ltd.,30.00,(20's pack: ৳ 600.00)
Iracet,IV Infusion,Levetiracetam,500 mg/5 ml,Square Pharmaceuticals Ltd.,5,(6's pack: ৳ 240.78)
Iracet,Oral Solution,Levetiracetam,500 mg/5 ml,Square Pharmaceuticals Ltd.,50,50 ml bottle: ৳ 200.61
Iracet,Tablet,Levetiracetam,250 mg,Square Pharmaceuticals Ltd.,16.00,(30's pack: ৳ 480.00)
IQ-Vit,Syrup,Multivitamin & Cod Liver Oil,,Reliance Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 80.00
Ipsavent,Nebuliser Solution,Salbutamol + Ipratropium (Solution for inhalation),(2.5 mg+500 mcg)/3 ml,UniMed UniHealth,3,(10's pack: ৳ 200.00)
Iprex,Inhaler,Ipratropium Bromide (Inhaler),20 mcg/puff,Square Pharmaceuticals Ltd.,200,200 metered doses: ৳ 250.75
Iprex,Nebuliser Solution,Ipratropium Bromide (Nebuliser Solution),250 mcg/ml,Square Pharmaceuticals Ltd.,20,20 ml bottle: ৳ 130.88
Ipratop,Nebuliser Solution,Ipratropium Bromide (Nebuliser Solution),250 mcg/ml,Incepta Pharmaceuticals Ltd.,20,20 ml bottle: ৳ 130.00
Iprasol,Inhaler,Salbutamol + Ipratropium (Inhaler),(100 mcg+20 mcg)/puff,Beximco Pharmaceuticals Ltd.,200,200 metered doses: ৳ 250.00
Iprasol,Nebuliser Solution,Salbutamol + Ipratropium (Solution for inhalation),(2.5 mg+500 mcg)/ml,Beximco Pharmaceuticals Ltd.,20,20 ml bottle: ৳ 225.00
Iprasol,Nebuliser Solution,Salbutamol + Ipratropium (Solution for inhalation),(2.5 mg+500 mcg)/3 ml,Beximco Pharmaceuticals Ltd.,3,(5's pack: ৳ 90.00)
Ipramid,Nebuliser Solution,Ipratropium Bromide (Nebuliser Solution),250 mcg/ml,Beximco Pharmaceuticals Ltd.,20,20 ml bottle: ৳ 130.00
Ipramid,Inhaler,Ipratropium Bromide (Inhaler),20 mcg/puff,Beximco Pharmaceuticals Ltd.,200,200 metered doses: ৳ 220.00
Ipralin,Inhaler,Salbutamol + Ipratropium (Inhaler),(100 mcg+20 mcg)/puff,Aristopharma Ltd.,200,200 metered doses: ৳ 250.00
Ipin Plus,Tablet,Amlodipine Besilate + Atenolol,5 mg+50 mg,Chemist Laboratories  Ltd.,6.00,(30's pack: ৳ 180.00)
Ipin,Tablet,Amlodipine Besilate,5 mg,Chemist Laboratories  Ltd.,4.00,(30's pack: ৳ 120.00)
Ipical-M,Tablet,Calcium Carbonate + Vitamin D3 + Multimineral,,Ibn Sina Pharmaceuticals Ltd.,6.00,(30's pack: ৳ 180.00)
Ipical-D,Tablet,Calcium Carbonate [Elemental source] + Vitamin D3,500 mg+200 IU,Ibn Sina Pharmaceuticals Ltd.,5.00,"(15's pack: ৳ 75.00),(30's pack: ৳ 150.00)"
Ipical DX,Tablet,Calcium Carbonate [Elemental source] + Vitamin D3,600 mg+400 IU,Ibn Sina Pharmaceuticals Ltd.,8.00,(30's pack: ৳ 240.00)
Ipical,Tablet,Calcium Carbonate,500 mg,Ibn Sina Pharmaceuticals Ltd.,3.50,(50's pack: ৳ 175.00)
Ismigen,Sublingual Tablet,Lyophilized Bacterial Lysate,7 mg,UniMed UniHealth,50.00,"(30's pack: ৳ 1,500.00)"
Isentin M,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,Healthcare Pharmaceuticals Ltd.,14.00,(30's pack: ৳ 420.00)
Isodex,IV Infusion,Sodium Chloride + Dextrose,0.18%+4.3%,Square Pharmaceuticals Ltd.,1000,1000 ml bag: ৳ 91.34
Isoclox,Powder for Suspension,Flucloxacillin Sodium,125 mg/5 ml,Globe Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 60.00
Isoclox,Capsule,Flucloxacillin Sodium,250 mg,Globe Pharmaceuticals Ltd.,5.50,(20's pack: ৳ 110.00)
Isoclox,Capsule,Flucloxacillin Sodium,500 mg,Globe Pharmaceuticals Ltd.,10.00,(24's pack: ৳ 240.00)
Isocal-D,Tablet,Calcium Carbonate [Elemental source] + Vitamin D3,500 mg+200 IU,Doctor’s Chemical Works Ltd.,3.00,(30's pack: ৳ 90.00)
Isocal,Tablet,Calcium Carbonate,500 mg,Doctor’s Chemical Works Ltd.,1.86,(30's pack: ৳ 55.80)
Isobgul,Effervescent Powder,Ispaghula [Psyllium] Husk,3.5 gm/sachet,Eskayef Pharmaceuticals Ltd.,3.5,(20's pack: ৳ 160.00)
Isobgul,Effervescent Powder,Ispaghula [Psyllium] Husk,3.5 gm/5.4 gm,Eskayef Pharmaceuticals Ltd.,140,140 gm container: ৳ 395.00
Isentin M,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+1000 mg,Healthcare Pharmaceuticals Ltd.,16.00,(30's pack: ৳ 480.00)
Isentin M,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,Healthcare Pharmaceuticals Ltd.,12.00,(30's pack: ৳ 360.00)
Isentin,Tablet,Linagliptin,5 mg,Healthcare Pharmaceuticals Ltd.,15.00,(20's pack: ৳ 300.00)
Irovit-Z,Syrup,Iron Polymaltose Complex + Vitamin B Complex + Zinc,,Medicon Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 48.86
Irovit,Capsule (Timed Release),Iron + Folic acid + Vitamin B complex + Vitamin C,,Pharmadesh Laboratories Ltd.,2.75,(50's pack: ৳ 137.50)
Irotin,IV Infusion,Irinotecan Hydrochloride,20 mg/ml,Techno Drugs Ltd.,40,40 gm vial: ৳ 2
Irosuc,IV Injection or Infusion,Iron Sucrose Injection [Elemental Iron],100 mg/5 ml,ACI Limited,5,5 ml ampoule: ৳ 350.00
Iropen,IV Injection,Imipenem + Cilastatin,(500 mg+500 mg)/vial,Renata Limited,500,500 mg vial: ৳ 1
Iron Z TR,Capsule (Timed Release),Ferrous Sulfate + Folic Acid + Zinc Sulfate,150 mg+0.5 mg+61.8 mg,Hudson Pharmaceuticals Ltd.,2.50,(100's pack: ৳ 250.00)
Iromia,Syrup,Iron Polymaltose Complex,50 mg/5 ml,Opsonin Pharma Ltd.,200,200 ml bottle: ৳ 50.00
Irolic,Tablet,Ferrous Fumarate + Folic acid,200 mg+200 mcg,Ziska Pharmaceuticals Ltd.,0.39,(100's pack: ৳ 39.00)
Iroject,IV Injection or Infusion,Ferric Carboxymaltose,500 mg/10 ml,Popular Pharmaceuticals Ltd.,10,10 ml vial: ৳ 700.00
Irobest,Tablet,Iron Polymaltose Complex + Folic Acid + Zinc Sulfate,47 mg+0.5 mg+22.5 mg,NIPRO JMI Pharma Ltd.,3.01,(60's pack: ৳ 180.60)
Irmukin,Tablet,Osimertinib,80 mg,Genvio Pharma Ltd.,425.00,"(30's pack: ৳ 12,750.00)"
Irita,IV Infusion,Irinotecan Hydrochloride,20 mg/ml,Drug International Ltd.,40,40 mg vial: ৳ 1
Irisyn,Tablet,Mebeverine Hydrochloride,135 mg,Ibn Sina Pharmaceuticals Ltd.,7.00,(50's pack: ৳ 350.00)
Irinox,IV Infusion,Irinotecan Hydrochloride,20 mg/ml,Beacon Pharmaceuticals Ltd.,40,40 mg vial: ৳ 2
Irinotesin,IV Infusion,Irinotecan Hydrochloride,20 mg/ml,BOTS Pvt. Limited,40,40 mg vial: ৳ 3
Irinotecan PhaRes,IV Infusion,Irinotecan Hydrochloride,20 mg/ml,Pharma Resources,100,100 mg vial: ৳ 4
Irigon,Irrigation Solution,Glycine,1.50%,Beximco Pharmaceuticals Ltd.,1000,1000 ml bag: ৳ 82.62
Itchlor,Oral Suspension,Loratadine,5 mg/5 ml,NIPRO JMI Pharma Ltd.,60,60 ml bottle: ৳ 30.21
Itchin DS,Ophthalmic Solution,Sodium Cromoglicate [4%],4%,Gaco Pharmaceuticals Ltd.,10,10 ml drop: ৳ 75.23
Itchin,Ophthalmic Solution,Sodium Cromoglicate [2%],2%,Gaco Pharmaceuticals Ltd.,10,10 ml drop: ৳ 65.00
Itracon,Capsule,Itraconazole,100 mg,Navana Pharmaceuticals Ltd.,15.06,(24's pack: ৳ 361.44)
Itracon,Capsule,Itraconazole,200 mg,Navana Pharmaceuticals Ltd.,28.00,(20's pack: ৳ 560.00)
Itracap,Capsule,Itraconazole,100 mg,Benham Pharmaceuticals Ltd.,15.00,Unit Price: ৳ 15.00
Itra,Capsule,Itraconazole,100 mg,Square Pharmaceuticals Ltd.,15.10,(24's pack: ৳ 362.40)
Itop CI,Capsule (Timed Release),Carbonyl Iron + Folic Acid + Zinc Sulfate,50 mg+0.50 mg+61.80 mg,Pharmasia Limited,3.00,(50's pack: ৳ 150.00)
Itchsol,Cream,Pramoxine Hydrochloride + Calamine,1%+3%,Incepta Pharmaceuticals Ltd.,20,20 gm tube: ৳ 95.00
Itchnil,Cream,Pramoxine Hydrochloride + Calamine,1%+3%,Eskayef Pharmaceuticals Ltd.,20,20 gm tube: ৳ 95.00
Itchlor,Tablet,Loratadine,10 mg,NIPRO JMI Pharma Ltd.,3.03,(50's pack: ৳ 151.50)
ItchCare,Cream,Diphenhydramine Hydrochloride + Zinc Acetate,2%+0.1%,Incepta Pharmaceuticals Ltd.,10,10 gm tube: ৳ 35.00
Ispergul,Effervescent Powder,Ispaghula [Psyllium] Husk,3.5 gm/5.4 gm,Square Pharmaceuticals Ltd.,120,120 gm container: ৳ 395.00
Ispergul,Effervescent Powder,Ispaghula [Psyllium] Husk,3.5 gm/sachet,Square Pharmaceuticals Ltd.,3.5,(15's pack: ৳ 150.00)
Ispaghol,Effervescent Powder,Ispaghula [Psyllium] Husk,3.5 gm/sachet,Hamdard Bangladesh,3.5,(25's pack: ৳ 300.00)
Isovox,Tablet,Levofloxacin Hemihydrate,500 mg,Al-Madina Pharmaceuticals Ltd.,13.00,(20's pack: ৳ 260.00)
Isovent,Tablet,Misoprostol,600 mcg,Square Pharmaceuticals Ltd.,40.13,(10's pack: ৳ 401.30)
Isovent,Tablet,Misoprostol,200 mcg,Square Pharmaceuticals Ltd.,15.10,(30's pack: ৳ 453.00)
Isotrex,Topical Gel,Tretinoin (Topical),0.05%,GlaxoSmithKline,10,10 gm tube: ৳ 297.00
